Release Date,Release Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
09/15/2021,Discharge,J2,M,Black,70,Rockwall,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",02/23/2021,08/07/2020,13 to 14 Months
11/24/2021,Discharge,J2,M,White,20,Liberty,23990008,Property,THEFT OF FIREARM,08/18/2021,07/31/2020,6 Months & Less
11/09/2021,SAFPF - Prob,FT,F,White,28,Ector,23990132,Property,THEFT FROM PERSON,,07/01/2019,SAFPF
06/16/2022,Discharge,J2,M,Black,22,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",10/01/2021,02/22/2019,9 to 10 Months
03/04/2022,Discharge,J2,M,Hispanic,30,Ector,23990194,Property,"THEFT PROP >=$2,500<$30K",12/17/2020,01/15/2020,17 to 18 Months
08/19/2022,DMS,G2,M,Black,20,Harris,23990198,Property,THEFT PROP >=$30K<$150K,10/04/2021,10/13/2020,3 Years
12/23/2021,Discharge,J2,M,Black,31,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",08/16/2021,08/05/2021,6 Months & Less
01/11/2022,Discharge,J2,M,White,19,McLennan,23990008,Property,THEFT OF FIREARM,07/27/2021,03/20/2021,11 to 12 Months
03/25/2022,Discharge,J2,M,Hispanic,35,Harris,23990132,Property,THEFT FROM PERSON,10/11/2021,10/22/2020,17 to 18 Months
12/30/2021,Discharge,J2,M,Black,23,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",09/27/2021,04/26/2021,6 Months & Less
01/06/2022,Discharge,J2,M,White,21,Montgomery,23990008,Property,THEFT OF FIREARM,09/15/2021,12/31/2020,6 Months & Less
10/12/2021,Discharge,J4,M,White,43,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",03/03/2021,01/16/2021,8 to 9 Months
05/11/2022,Parole,G2,M,Hispanic,27,Brazos,23990198,Property,THEFT PROP >=$30K<$150K,01/05/2022,05/14/2021,2 Years & Less
06/10/2022,Discharge,J2,M,Hispanic,39,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",01/24/2022,07/07/2021,11 to 12 Months
05/26/2022,Discharge,J2,M,White,29,Lubbock,23990194,Property,"THEFT PROP >=$2,500<$30K",01/11/2022,03/30/2021,13 to 14 Months
06/03/2022,Discharge,J2,M,White,33,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",03/31/2022,05/28/2021,6 Months & Less
02/04/2022,Discharge,J2,M,Black,34,Cooke,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/21/2021,08/13/2021,6 Months & Less
03/23/2022,Discharge,J2,M,White,47,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",11/30/2021,04/22/2021,6 to 7 Months
05/09/2022,Discharge,J2,M,White,48,Jack,23990194,Property,"THEFT PROP >=$2,500<$30K",12/03/2021,08/25/2021,8 to 9 Months
07/05/2022,Discharge,J2,M,White,19,Montgomery,23990008,Property,THEFT OF FIREARM,12/16/2021,09/17/2021,11 to 12 Months
05/03/2022,Discharge,J2,M,Hispanic,26,Grayson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/17/2022,04/07/2021,6 Months & Less
11/01/2021,Parole,G2,M,Hispanic,29,Potter,23990198,Property,THEFT PROP >=$30K<$150K,01/16/2020,12/26/2018,5 Years
07/14/2022,Discharge,J2,M,Black,29,Harris,23990008,Property,THEFT OF FIREARM,04/25/2022,01/17/2022,6 Months & Less
09/22/2021,Discharge,J4,M,Black,23,Victoria,23990008,Property,THEFT OF FIREARM,04/16/2021,04/25/2019,14 to 15 Months
08/23/2022,Discharge,RP,M,White,30,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",12/04/2017,08/14/2017,5 Years
04/20/2022,Discharge,J2,M,Black,34,Houston,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/16/2021,11/10/2019,11 to 12 Months
01/13/2022,DMS,G2,M,Hispanic,25,Val Verde,23990010,Property,THEFT PROP >=$20K<$100K,08/26/2021,01/29/2012,4 Years
07/15/2022,Discharge,J2,M,Black,65,Smith,23990194,Property,"THEFT PROP >=$2,500<$30K",11/17/2020,10/30/2019,23 to 24 Months & More
03/02/2022,Parole,G2,F,White,62,Polk,23990176,Property,THEFT PROP >=$100K<$200K,12/18/2012,04/10/2012,2 Years & Less
01/11/2022,Discharge,J2,F,Black,36,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/15/2021,09/12/2017,11 to 12 Months
08/22/2022,SAFPF - Prob,FT,M,White,27,Hill,23990194,Property,"THEFT PROP >=$2,500<$30K",,03/22/2019,SAFPF
09/30/2021,DMS,G2,M,White,30,Lubbock,23990010,Property,THEFT PROP >=$20K<$100K,08/16/2012,04/21/2012,5 Years
12/03/2021,Discharge,J2,F,White,25,Parker,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/27/2021,11/20/2019,8 to 9 Months
05/27/2022,Discharge,J2,M,Hispanic,23,Fort Bend,23990194,Property,"THEFT PROP >=$2,500<$30K",07/21/2021,05/11/2020,12 to 13 Months
04/28/2022,Parole,G2,F,White,34,Tarrant,23990203,Property,THEFT PROP >=$300K,12/17/2021,03/13/2019,2 Years & Less
11/24/2021,Discharge,J2,M,Hispanic,34,Starr,23990004,Property,"THEFT PROP>=$1,500<$20K",03/30/2016,01/30/2015,23 to 24 Months & More
11/29/2021,SAFPF - Prob,FT,F,White,35,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",,06/15/2020,SAFPF
06/24/2022,Discharge,J2,F,White,41,Harrison,23990207,Property,THEFT PROP >=$750<$2500 ENH IAT,03/02/2022,08/21/2018,11 to 12 Months
03/16/2022,Discharge,J2,M,White,27,Fannin,23990008,Property,THEFT OF FIREARM,09/28/2021,08/08/2017,8 to 9 Months
03/28/2022,SAFPF - Prob,FT,M,Hispanic,25,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,05/27/2020,SAFPF
06/02/2022,DMS,G1,M,Hispanic,28,Harris,23990198,Property,THEFT PROP >=$30K<$150K,09/24/2021,09/18/2020,2 Years & Less
03/07/2022,Discharge,J2,M,Black,29,Coryell,23990194,Property,"THEFT PROP >=$2,500<$30K",06/30/2021,06/08/2020,15 to 16 Months
08/12/2022,Discharge,G2,M,Black,37,Harris,23990132,Property,THEFT FROM PERSON,09/03/2020,06/23/2020,2 Years & Less
12/14/2021,SAFPF - Prob,FT,M,White,25,Smith,23990198,Property,THEFT PROP >=$30K<$150K,,10/18/2017,SAFPF
09/24/2021,Discharge,J2,M,Black,25,Bowie,23990008,Property,THEFT OF FIREARM,08/10/2020,02/18/2019,13 to 14 Months
09/16/2021,Discharge,J2,M,Hispanic,27,Bexar,23990132,Property,THEFT FROM PERSON,06/01/2021,09/24/2020,11 to 12 Months
11/05/2021,Discharge,J2,M,Hispanic,31,Dallas,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/25/2021,08/21/2020,14 to 15 Months
10/05/2021,Discharge,J2,F,White,28,Hood,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",04/28/2020,11/29/2018,23 to 24 Months & More
04/21/2022,Discharge,J2,M,White,25,Gregg,23990194,Property,"THEFT PROP >=$2,500<$30K",11/02/2021,05/09/2020,11 to 12 Months
12/20/2021,Discharge,J2,M,White,47,Parker,23990194,Property,"THEFT PROP >=$2,500<$30K",08/05/2021,11/09/2020,11 to 12 Months
09/01/2021,Discharge,J2,M,Hispanic,29,Harris,23160002,Property,THEFT-MAIL =10<30 ADDRESSES,04/23/2021,10/25/2020,6 Months & Less
07/25/2022,Discharge,J2,M,Black,26,Tarrant,23990008,Property,THEFT OF FIREARM,11/29/2021,07/25/2021,9 to 10 Months
02/09/2022,Discharge,J2,M,White,24,Wichita,23990008,Property,THEFT OF FIREARM,10/08/2021,07/28/2018,6 to 7 Months
10/12/2021,SAFPF - Prob,FT,M,Hispanic,27,Tom Green,23990008,Property,THEFT OF FIREARM,,11/08/2020,SAFPF
04/11/2022,DMS,G2,M,Black,23,Harris,23990202,Property,THEFT PROP <$300K ATM,01/27/2022,05/07/2018,3 Years
03/15/2022,Discharge,J2,M,Hispanic,30,San Patricio,23990194,Property,"THEFT PROP >=$2,500<$30K",08/31/2021,11/21/2019,17 to 18 Months
04/27/2022,Discharge,J2,M,Hispanic,25,Parker,23990194,Property,"THEFT PROP >=$2,500<$30K",01/19/2022,06/21/2021,11 to 12 Months
03/11/2022,Discharge,J2,M,White,26,Collin,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/16/2021,02/02/2020,6 Months & Less
01/05/2022,Parole,OT,M,Hispanic,44,Austin,23990214,Property,THEFT PROP >=$150K<$300K ENH IAT,03/08/2018,12/31/2016,10 Years
07/01/2022,Discharge,J4,M,Hispanic,27,Grayson,23990194,Property,"THEFT PROP >=$2,500<$30K",10/29/2020,05/16/2020,23 to 24 Months & More
09/22/2021,Discharge,J2,M,Black,58,Ellis,23990194,Property,"THEFT PROP >=$2,500<$30K",04/20/2021,10/13/2020,13 to 14 Months
11/05/2021,Discharge,MH,M,Black,32,Lamar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",10/07/2020,07/25/2020,17 to 18 Months
06/17/2022,Discharge,J2,F,Black,30,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/01/2022,10/23/2021,7 to 8 Months
11/30/2021,SAFPF - Prob,FT,M,Hispanic,27,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",,03/19/2016,SAFPF
03/24/2022,Parole,IT,M,White,30,Smith,23990211,Property,THEFT PROP >=$30K<$150K ENH IAT,07/27/2020,01/01/2020,6 Years
01/04/2022,Discharge,G5,M,Black,22,Harris,23990201,Property,THEFT PROP >=$150K<$300K,01/24/2020,06/01/2019,2 Years & Less
01/26/2022,SAFPF - Prob,FT,F,Hispanic,26,Victoria,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,04/11/2018,SAFPF
06/24/2022,DMS,G2,M,Black,25,Harris,23990198,Property,THEFT PROP >=$30K<$150K,03/27/2019,02/28/2018,10 Years
06/13/2022,DMS,G2,F,White,27,Tarrant,23990198,Property,THEFT PROP >=$30K<$150K,11/15/2021,05/12/2021,2 Years & Less
02/18/2022,DMS,G2,M,White,29,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/24/2019,02/15/2019,7 Years
12/09/2021,Discharge,J2,M,Black,28,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/08/2021,06/02/2019,7 to 8 Months
10/01/2021,DMS,G1,M,Black,26,Washington,23990199,Property,THEFT CATTLE/HORSE/EXOTIC LIVESTOCK <$150K,10/10/2019,02/04/2019,6 Years
10/11/2021,Parole,G2,M,Black,23,Montgomery,23990202,Property,THEFT PROP <$300K ATM,04/01/2021,03/17/2018,3 Years
08/09/2022,DMS,G2,M,White,34,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",01/13/2021,09/05/2020,2 Years & Less
02/03/2022,DMS,MD,F,White,42,Hardin,23990011,Property,THEFT PROP>=$100K<$200K,07/08/2014,06/01/2011,11 to 15 Years
04/25/2022,Discharge,J2,M,Black,24,Bexar,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,01/04/2022,05/10/2018,6 Months & Less
10/26/2021,Discharge,J2,F,Hispanic,28,Hill,23990194,Property,"THEFT PROP >=$2,500<$30K",01/21/2021,09/03/2020,14 to 15 Months
08/10/2022,SAFPF - Prob,FT,M,Black,28,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,07/27/2020,SAFPF
07/01/2022,Discharge,J2,M,White,32,Randall,23990194,Property,"THEFT PROP >=$2,500<$30K",03/22/2022,11/08/2021,6 Months & Less
10/19/2021,Discharge,J2,F,White,40,Bexar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/03/2021,08/09/2020,6 Months & Less
07/01/2022,Discharge,J2,F,White,40,Comal,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/17/2021,09/22/2020,11 to 12 Months
02/28/2022,Discharge,J2,M,White,27,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",06/14/2021,03/28/2021,11 to 12 Months
03/25/2022,Discharge,J2,M,White,21,Hood,23990008,Property,THEFT OF FIREARM,10/25/2021,10/04/2018,11 to 12 Months
10/20/2021,Discharge,J2,M,White,33,Johnson,23990194,Property,"THEFT PROP >=$2,500<$30K",05/03/2016,01/30/2016,15 to 16 Months
04/27/2022,Parole,P2,M,Black,29,Dallas,23990180,Property,"THEFT OF SERV >=$2,500<$30K",03/11/2021,03/22/2019,2 Years & Less
08/12/2022,Discharge,J2,M,Black,23,Jefferson,23990008,Property,THEFT OF FIREARM,08/18/2021,12/20/2020,19 to 20 Months
11/23/2021,Discharge,J2,M,White,27,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/07/2021,05/27/2021,6 Months & Less
07/01/2022,Discharge,J1,F,White,26,Parker,23990194,Property,"THEFT PROP >=$2,500<$30K",12/02/2021,03/27/2017,11 to 12 Months
02/22/2022,SAFPF - Prob,FT,F,Hispanic,25,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",,02/12/2016,SAFPF
06/03/2022,Discharge,G4,M,Black,50,Travis,23990194,Property,"THEFT PROP >=$2,500<$30K",09/25/2020,02/23/2019,2 Years & Less
11/18/2021,SAFPF - Prob,FT,M,Black,23,Jefferson,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,,07/21/2018,SAFPF
06/13/2022,Parole,G2,F,Black,35,Jefferson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/14/2021,06/16/2020,3 Years
06/27/2022,Discharge,J2,M,Black,51,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/27/2021,11/14/2020,14 to 15 Months
08/02/2022,Parole,G2,M,White,44,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",09/01/2021,09/15/2020,4 Years
07/11/2022,Discharge,J2,F,White,46,Lubbock,23990194,Property,"THEFT PROP >=$2,500<$30K",04/26/2018,03/27/2017,8 to 9 Months
09/13/2021,DMS,G2,M,Black,24,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/14/2020,10/20/2020,2 Years & Less
07/22/2022,Discharge,J2,M,White,26,Henderson,23990194,Property,"THEFT PROP >=$2,500<$30K",09/17/2019,07/04/2018,17 to 18 Months
08/18/2022,Discharge,J2,M,White,26,Hunt,23990194,Property,"THEFT PROP >=$2,500<$30K",08/17/2021,06/24/2020,21 to 22 Months
05/24/2022,Discharge,J5,M,Hispanic,21,Taylor,23990194,Property,"THEFT PROP >=$2,500<$30K",11/12/2021,02/10/2018,11 to 12 Months
03/29/2022,Discharge,MH,M,Black,23,Brazos,23990194,Property,"THEFT PROP >=$2,500<$30K",01/07/2019,01/31/2018,4 Years
10/05/2021,DMS,G2,M,Black,29,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",05/11/2020,03/02/2019,3 Years
09/21/2021,Discharge,J2,M,White,24,Williamson,23990008,Property,THEFT OF FIREARM,06/07/2021,01/31/2021,7 to 8 Months
01/20/2022,Discharge,J5,F,White,22,Grayson,23990194,Property,"THEFT PROP >=$2,500<$30K",06/29/2021,12/25/2018,11 to 12 Months
04/12/2022,DMS,G2,M,Hispanic,25,Pecos,23990010,Property,THEFT PROP >=$20K<$100K,08/15/2017,12/08/2014,5 Years
10/22/2021,DMS,G2,M,White,30,Cherokee,23990194,Property,"THEFT PROP >=$2,500<$30K",03/05/2018,03/29/2017,6 Years
07/08/2022,Discharge,J2,M,Asian,32,Tarrant,23990132,Property,THEFT FROM PERSON,12/16/2021,04/04/2020,6 to 7 Months
04/01/2022,Discharge,J2,M,Black,23,Travis,23990132,Property,THEFT FROM PERSON,11/17/2021,01/13/2019,11 to 12 Months
06/27/2022,Parole,G2,M,White,25,Montgomery,23160008,Property,THEFT-MAIL ID INFO <=10 ADDRESSES ENH IAT,06/24/2021,05/13/2020,4 Years
05/27/2022,Parole,G2,F,White,37,Grayson,23990004,Property,"THEFT PROP>=$1,500<$20K",01/07/2016,06/07/2015,6 Years
02/11/2022,Discharge,J4,M,Hispanic,21,Hidalgo,23990194,Property,"THEFT PROP >=$2,500<$30K",10/27/2021,03/29/2018,11 to 12 Months
07/25/2022,DMS,G2,M,White,28,Ellis,23990194,Property,"THEFT PROP >=$2,500<$30K",12/17/2020,09/27/2019,3 Years
08/08/2022,Discharge,J2,M,Hispanic,28,Cameron,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/07/2021,01/24/2019,8 to 9 Months
05/23/2022,Discharge,J2,M,White,28,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",06/18/2021,09/10/2019,14 to 15 Months
02/17/2022,Parole,CP,F,White,35,Palo Pinto,23990010,Property,THEFT PROP >=$20K<$100K,10/23/2019,09/11/2013,7 Years
01/10/2022,DMS,G2,F,White,52,Anderson,23990010,Property,THEFT PROP >=$20K<$100K,08/14/2014,12/01/2006,5 Years
10/12/2021,Discharge,J2,F,White,32,Montgomery,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/01/2021,07/28/2020,6 Months & Less
01/10/2022,SAFPF - Prob,FT,M,White,27,Bowie,23990008,Property,THEFT OF FIREARM,,02/18/2020,SAFPF
06/27/2022,Discharge,J2,M,White,26,Gonzales,23990194,Property,"THEFT PROP >=$2,500<$30K",04/06/2022,05/01/2021,13 to 14 Months
11/10/2021,Discharge,J2,M,Hispanic,27,Deaf Smith,23990004,Property,"THEFT PROP>=$1,500<$20K",02/04/2014,09/02/2013,14 to 15 Months
10/01/2021,Parole,G2,M,White,23,Ector,23990208,Property,THEFT PROP >=$2500<$30K ENH IAT,05/13/2020,09/08/2019,5 Years
04/06/2022,Discharge,J2,F,Black,23,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/27/2021,03/30/2020,6 Months & Less
11/03/2021,Discharge,J2,M,Hispanic,25,Lubbock,23990194,Property,"THEFT PROP >=$2,500<$30K",09/02/2021,04/14/2020,8 to 9 Months
10/22/2021,Discharge,J2,M,White,23,McLennan,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/03/2021,01/28/2020,11 to 12 Months
09/01/2021,Discharge,J2,M,White,25,Gregg,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",10/30/2020,09/03/2020,14 to 15 Months
08/12/2022,Discharge,J4,M,Hispanic,24,Hidalgo,23990194,Property,"THEFT PROP >=$2,500<$30K",10/13/2021,02/26/2021,14 to 15 Months
05/17/2022,Discharge,J4,F,Black,23,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",02/14/2022,09/26/2016,6 Months & Less
08/22/2022,DMS,PS,M,White,24,Brazos,23990194,Property,"THEFT PROP >=$2,500<$30K",10/08/2021,04/04/2021,3 Years
05/27/2022,Discharge,J2,M,Black,34,Wichita,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/13/2022,12/11/2020,11 to 12 Months
05/06/2022,Discharge,G5,M,White,28,Harris,23990198,Property,THEFT PROP >=$30K<$150K,02/23/2021,03/29/2020,2 Years & Less
12/23/2021,Discharge,J2,M,White,19,Potter,23990008,Property,THEFT OF FIREARM,09/10/2021,02/02/2020,6 Months & Less
01/07/2022,Discharge,J2,M,White,28,Montgomery,23990194,Property,"THEFT PROP >=$2,500<$30K",09/23/2021,02/19/2021,6 Months & Less
01/07/2022,Discharge,J2,M,Hispanic,26,Ector,23990194,Property,"THEFT PROP >=$2,500<$30K",06/17/2021,05/22/2020,14 to 15 Months
12/01/2021,Parole,G1,M,Black,24,Grayson,23990154,Property,THEFT OF FIREARM ENH IAT,06/10/2020,03/06/2020,4 Years
06/07/2022,Discharge,J2,M,White,29,Grayson,23990194,Property,"THEFT PROP >=$2,500<$30K",08/12/2021,09/29/2019,11 to 12 Months
02/22/2022,Discharge,J2,M,Black,24,Nacogdoches,23990008,Property,THEFT OF FIREARM,04/15/2021,11/17/2018,11 to 12 Months
02/25/2022,DMS,OT,M,Black,25,Brazoria,23990198,Property,THEFT PROP >=$30K<$150K,11/12/2020,02/19/2020,3 Years
11/03/2021,DMS,G1,F,Hispanic,43,Harris,23990176,Property,THEFT PROP >=$100K<$200K,09/02/2014,01/06/2013,11 to 15 Years
11/24/2021,Discharge,J2,M,White,21,Bexar,23990008,Property,THEFT OF FIREARM,07/27/2021,01/28/2021,10 to 11 Months
10/25/2021,Discharge,J2,M,White,31,Nueces,23990004,Property,"THEFT PROP>=$1,500<$20K",05/07/2021,11/13/2015,23 to 24 Months & More
02/10/2022,Discharge,J2,M,Black,26,Dallas,23990132,Property,THEFT FROM PERSON,12/08/2021,10/04/2018,6 to 7 Months
10/22/2021,Discharge,J2,F,White,32,Johnson,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,04/12/2021,07/10/2017,19 to 20 Months
07/25/2022,Discharge,J2,M,Hispanic,27,Hidalgo,23990004,Property,"THEFT PROP>=$1,500<$20K",01/26/2022,03/11/2014,17 to 18 Months
03/18/2022,Discharge,J2,M,Hispanic,25,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",11/09/2021,10/02/2016,9 to 10 Months
09/13/2021,Discharge,J2,M,Black,53,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",03/30/2021,02/10/2021,8 to 9 Months
01/19/2022,SAFPF - Prob,FT,M,White,27,Wilson,23990194,Property,"THEFT PROP >=$2,500<$30K",,11/13/2020,SAFPF
01/28/2022,Discharge,J2,M,Hispanic,32,Harris,23990132,Property,THEFT FROM PERSON,12/13/2021,08/05/2021,6 Months & Less
10/05/2021,Discharge,J2,M,Black,23,Brazoria,23990194,Property,"THEFT PROP >=$2,500<$30K",08/09/2021,02/13/2019,6 Months & Less
06/17/2022,Discharge,J2,M,Black,24,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",02/22/2022,02/04/2019,9 to 10 Months
01/11/2022,Parole,G1,M,Hispanic,31,Ward,23990010,Property,THEFT PROP >=$20K<$100K,12/12/2017,12/30/2013,8 Years
12/23/2021,Discharge,J2,M,Hispanic,22,Gregg,23990194,Property,"THEFT PROP >=$2,500<$30K",08/31/2021,01/10/2019,12 to 13 Months
01/06/2022,Discharge,J2,M,Black,26,Wichita,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",06/03/2021,11/23/2020,14 to 15 Months
02/11/2022,Discharge,J2,M,White,25,Montgomery,23990194,Property,"THEFT PROP >=$2,500<$30K",05/18/2021,02/19/2021,11 to 12 Months
06/24/2022,DMS,G2,M,White,43,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/10/2021,04/28/2020,3 Years
01/03/2022,SAFPF - Prob,FT,M,White,29,Polk,23990198,Property,THEFT PROP >=$30K<$150K,,07/19/2016,SAFPF
09/02/2021,Parole,G2,M,Black,31,Denton,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",01/27/2021,06/07/2020,3 Years
12/22/2021,Discharge,J2,M,White,45,Liberty,23990194,Property,"THEFT PROP >=$2,500<$30K",01/09/2020,02/04/2019,23 to 24 Months & More
10/08/2021,Discharge,J2,M,White,21,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",07/06/2021,08/23/2018,6 Months & Less
04/28/2022,Parole,G2,M,White,44,Howard,23990210,Property,THEFT MATER ALUM/BRNZ/CPPR/BRSS <$20K ENH IAT,08/26/2020,05/28/2020,6 Years
09/24/2021,DMS,G2,F,White,34,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",01/13/2021,10/24/2020,2 Years & Less
06/09/2022,Discharge,J2,M,Hispanic,24,Ellis,23990194,Property,"THEFT PROP >=$2,500<$30K",11/01/2021,05/06/2021,16 to 17 Months
09/03/2021,Discharge,J2,M,Black,29,Harris,23990132,Property,THEFT FROM PERSON,06/23/2021,05/25/2018,8 to 9 Months
04/15/2022,DMS,G2,M,Hispanic,28,El Paso,23990198,Property,THEFT PROP >=$30K<$150K,09/19/2018,03/17/2018,5 Years
10/20/2021,Discharge,J4,M,Black,24,Gregg,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",04/05/2021,08/29/2019,19 to 20 Months
07/08/2022,Discharge,J2,M,White,22,Galveston,23990194,Property,"THEFT PROP >=$2,500<$30K",12/08/2021,09/28/2019,11 to 12 Months
07/28/2022,Discharge,J2,F,White,42,Ellis,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/06/2020,05/22/2017,8 to 9 Months
08/17/2022,SAFPF - Prob,FT,M,White,42,Dallas,23990180,Property,"THEFT OF SERV >=$2,500<$30K",,10/10/2018,SAFPF
12/15/2021,Parole,OT,M,White,27,Yoakum,23990010,Property,THEFT PROP >=$20K<$100K,10/21/2015,10/17/2014,4 Years
02/07/2022,Discharge,J2,M,White,25,Montgomery,23990194,Property,"THEFT PROP >=$2,500<$30K",05/13/2021,06/24/2016,11 to 12 Months
09/07/2021,SAFPF - Prob,FT,M,Hispanic,33,Randall,23990194,Property,"THEFT PROP >=$2,500<$30K",,10/13/2017,SAFPF
05/05/2022,Discharge,J2,M,White,19,Tarrant,23990008,Property,THEFT OF FIREARM,03/18/2022,11/06/2020,6 Months & Less
04/08/2022,Discharge,J2,M,Hispanic,22,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",08/16/2021,05/01/2021,11 to 12 Months
01/13/2022,Discharge,J2,M,Hispanic,19,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",09/10/2021,12/24/2019,6 Months & Less
08/19/2022,DMS,G1,F,Hispanic,42,Uvalde,23990010,Property,THEFT PROP >=$20K<$100K,07/15/2015,01/01/2010,7 Years
01/21/2022,Discharge,J2,M,Black,21,Angelina,23990008,Property,THEFT OF FIREARM,08/30/2021,07/03/2018,8 to 9 Months
02/15/2022,Discharge,G5,M,Black,45,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/19/2019,02/16/2019,3 Years
06/27/2022,Discharge,J2,F,Hispanic,32,Ector,23990194,Property,"THEFT PROP >=$2,500<$30K",12/08/2021,07/22/2021,9 to 10 Months
02/09/2022,Parole,IT,M,Black,27,Nacogdoches,23990194,Property,"THEFT PROP >=$2,500<$30K",02/26/2021,06/19/2020,5 Years
04/01/2022,Discharge,J2,M,White,35,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",09/22/2021,01/04/2020,8 to 9 Months
04/13/2022,Discharge,J2,M,Black,56,Grayson,23990194,Property,"THEFT PROP >=$2,500<$30K",03/16/2021,07/29/2020,17 to 18 Months
09/24/2021,Discharge,J2,M,White,29,Ector,23990194,Property,"THEFT PROP >=$2,500<$30K",10/30/2020,09/24/2019,13 to 14 Months
05/17/2022,Discharge,J2,M,White,32,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/04/2022,11/21/2021,6 Months & Less
